date,currency_code,name,local_price,dollar_ex
2018-07-01,CNY,China,20.5,6.622000000000001
2018-07-01,COP,Colombia,11900.0,2874.07
2018-07-01,CRC,Costa Rica,2290.0,567.8
2018-07-01,CZK,Czech Republic,75.0,22.06475
2018-07-01,DKK,Denmark,30.0,6.3591
2018-07-01,EGP,Egypt,31.37,17.905
2018-07-01,EUR,Euro area,4.04,0.8532059212490941
2018-07-01,GBP,Britain,3.19,0.7538635506973241
2018-07-01,GTQ,Guatemala,25.0,7.4871
2018-07-01,HKD,Hong Kong,20.0,7.84825
2018-07-01,HNL,Honduras,85.0,23.9926
2018-07-01,HRK,Croatia,21.0,6.31275
2018-07-01,HUF,Hungary,850.0,276.4302
2018-07-01,IDR,Indonesia,31500.0,14360.0
2018-07-01,INR,India,173.0,68.825
2018-07-01,ILS,Israel,17.0,3.6349
2018-07-01,JOD,Jordan,1.95,0.71005
2018-07-01,JPY,Japan,390.0,111.25
2018-07-01,KRW,South Korea,4500.0,1116.0
2018-07-01,KWD,Kuwait,1.05,0.3025
2018-07-01,LBP,Lebanon,6500.0,1511.0
2018-07-01,LKR,Sri Lanka,580.0,159.27
2018-07-01,MDL,Moldova,43.0,16.6526
2018-07-01,MXN,Mexico,49.0,19.0515
2018-07-01,MYR,Malaysia,8.45,4.0225
2018-07-01,NIO,Nicaragua,103.0,31.5872
2018-07-01,NOK,Norway,42.0,8.0415
2018-07-01,NZD,New Zealand,6.2,1.4643432420559401
2018-07-01,OMR,Oman,1.05,0.385
2018-07-01,PKR,Pakistan,375.0,121.49
2018-07-01,PEN,Peru,10.5,3.2715
2018-07-01,PHP,Philippines,140.0,53.486999999999995
2018-07-01,PLN,Poland,10.1,3.68695
2018-07-01,QAR,Qatar,12.0,3.641
2018-07-01,RON,Romania,9.2,3.97325
2018-07-01,RUB,Russia,130.0,62.14065
2018-07-01,SAR,Saudi Arabia,12.0,3.7504
2018-07-01,SGD,Singapore,5.8,1.35585
2018-07-01,SEK,Sweden,51.0,8.7526
2018-07-01,THB,Thailand,119.0,33.17
2018-07-01,TRY,Turkey,10.75,4.70625
2018-07-01,TWD,Taiwan,69.0,30.3725
2018-07-01,UAH,Ukraine,50.0,26.199
2018-07-01,UYU,Uruguay,140.0,31.31
2018-07-01,USD,United States,5.51,1.0
2018-07-01,VND,Vietnam,65000.0,23039.5
2018-07-01,ZAR,South Africa,31.0,13.3619
2019-01-01,AED,United Arab Emirates,14.0,3.67315
2019-01-01,ARS,Argentina,75.0,37.455
2019-01-01,AUD,Australia,6.1,1.4016399187048798
2019-01-01,AZN,Azerbaijan,3.95,1.6965
2019-01-01,BHD,Bahrain,1.2,0.377
2019-01-01,BRL,Brazil,16.9,3.71795
2019-01-01,CAD,Canada,6.77,1.3314
2019-01-01,CHF,Switzerland,6.5,0.98165
2019-01-01,CLP,Chile,2640.0,678.99
2019-01-01,CNY,China,20.9,6.8497
2019-01-01,COP,Colombia,11900.0,3191.5
2019-01-01,CRC,Costa Rica,2290.0,606.975
2019-01-01,CZK,Czech Republic,85.0,22.31165
2019-01-01,DKK,Denmark,30.0,6.51545
2019-01-01,EGP,Egypt,40.0,17.91
2019-01-01,EUR,Euro area,4.05,0.87248614928238
2019-01-01,GBP,Britain,3.19,0.783208020050125
2019-01-01,GTQ,Guatemala,25.0,7.7283
2019-01-01,HKD,Hong Kong,20.0,7.83435
2019-01-01,HNL,Honduras,85.0,24.3391
2019-01-01,HRK,Croatia,21.0,6.47885
2019-01-01,HUF,Hungary,850.0,280.26875
2019-01-01,IDR,Indonesia,33000.0,14090.0
2019-01-01,INR,India,178.0,69.685
2019-01-01,ILS,Israel,17.0,3.70785
2019-01-01,JOD,Jordan,1.95,0.7096
2019-01-01,JPY,Japan,390.0,108.44
2019-01-01,KRW,South Korea,4500.0,1118.6
2019-01-01,KWD,Kuwait,1.05,0.3031
2019-01-01,LBP,Lebanon,6500.0,1507.0
2019-01-01,LKR,Sri Lanka,580.0,182.245
2019-01-01,MDL,Moldova,40.0,17.262999999999998
2019-01-01,MXN,Mexico,49.0,19.30875
2019-01-01,MYR,Malaysia,9.05,4.1175
2019-01-01,NIO,Nicaragua,103.0,32.3607
2019-01-01,NOK,Norway,50.0,8.5329
2019-01-01,NZD,New Zealand,6.2,1.4792899408284
2019-01-01,OMR,Oman,1.05,0.3849
2019-01-01,PKR,Pakistan,460.0,138.88
2019-01-01,PEN,Peru,10.5,3.3485
2019-01-01,PHP,Philippines,140.0,52.3925
2019-01-01,PLN,Poland,10.5,3.74845
2019-01-01,QAR,Qatar,12.0,3.64125
2019-01-01,RON,Romania,9.3,4.06695
2019-01-01,RUB,Russia,110.17,66.685
2019-01-01,SAR,Saudi Arabia,12.0,3.75115
2019-01-01,SGD,Singapore,5.8,1.3559
2019-01-01,SEK,Sweden,52.0,8.90625
2019-01-01,THB,Thailand,119.0,32.0075
2019-01-01,TRY,Turkey,10.75,5.3834
2019-01-01,TWD,Taiwan,69.0,30.803
2019-01-01,UAH,Ukraine,54.0,27.8
2019-01-01,UYU,Uruguay,140.0,32.51
2019-01-01,USD,United States,5.58,1.0
2019-01-01,VND,Vietnam,65000.0,23199.0
2019-01-01,ZAR,South Africa,31.0,13.8675
2019-07-09,AED,United Arab Emirates,14.75,3.67315
2019-07-09,ARS,Argentina,120.0,41.8045
2019-07-09,AUD,Australia,6.15,1.4436263894904
2019-07-09,AZN,Azerbaijan,3.95,1.6965
2019-07-09,BHD,Bahrain,1.4,0.377
2019-07-09,BRL,Brazil,17.5,3.8073
2019-07-09,CAD,Canada,6.77,1.31305
2019-07-09,CHF,Switzerland,6.5,0.99355
2019-07-09,CLP,Chile,2640.0,689.75
2019-07-09,CNY,China,21.0,6.8846
2019-07-09,COP,Colombia,11900.0,3227.0
2019-07-09,CRC,Costa Rica,2290.0,581.935
2019-07-09,CZK,Czech Republic,85.0,22.7993
2019-07-09,DKK,Denmark,30.0,6.6593
2019-07-09,EGP,Egypt,42.0,16.615
2019-07-09,EUR,Euro area,4.08,0.892339267389462
2019-07-09,GBP,Britain,3.29,0.8021819348628271
2019-07-09,GTQ,Guatemala,25.0,7.6802
2019-07-09,HKD,Hong Kong,20.5,7.8105
2019-07-09,HNL,Honduras,86.0,24.4834
2019-07-09,HRK,Croatia,22.0,6.5981
2019-07-09,HUF,Hungary,900.0,290.5412
2019-07-09,IDR,Indonesia,32000.0,14130.0
2019-07-09,INR,India,183.0,68.5544
2019-07-09,ILS,Israel,17.0,3.5667
2019-07-09,JOD,Jordan,2.3,0.7090000000000001
2019-07-09,JPY,Japan,390.0,108.765
2019-07-09,KRW,South Korea,4500.0,1180.55
2019-07-09,KWD,Kuwait,1.1,0.3045
2019-07-09,LBP,Lebanon,6500.0,1507.0
2019-07-09,LKR,Sri Lanka,640.0,175.675
2019-07-09,MDL,Moldova,43.0,17.8142
2019-07-09,MXN,Mexico,50.0,18.89525
2019-07-09,MYR,Malaysia,8.85,4.1425
2019-07-09,NIO,Nicaragua,110.0,33.1621
2019-07-09,NOK,Norway,42.0,8.65275
2019-07-09,NZD,New Zealand,6.4,1.5134317063942502
2019-07-09,OMR,Oman,1.21,0.385
2019-07-09,PKR,Pakistan,480.0,157.45
2019-07-09,PEN,Peru,10.5,3.2868
2019-07-09,PHP,Philippines,142.0,51.3175
2019-07-09,PLN,Poland,10.8,3.80775
2019-07-09,QAR,Qatar,13.0,3.64175
2019-07-09,RON,Romania,9.3,4.2192
2019-07-09,RUB,Russia,130.0,63.83875
2019-07-09,SAR,Saudi Arabia,13.0,3.75035
2019-07-09,SGD,Singapore,5.8,1.3613
2019-07-09,SEK,Sweden,51.0,9.47505
2019-07-09,THB,Thailand,119.0,30.8275
2019-07-09,TRY,Turkey,13.99,5.722
2019-07-09,TWD,Taiwan,72.0,31.171999999999997
2019-07-09,UAH,Ukraine,57.0,25.6475
2019-07-09,UYU,Uruguay,164.0,35.1695
2019-07-09,USD,United States,5.74,1.0
2019-07-09,VND,Vietnam,65000.0,23231.0
2019-07-09,ZAR,South Africa,31.0,14.175
2020-01-14,AED,United Arab Emirates,14.75,3.67315
2020-01-14,ARS,Argentina,171.0,60.0656
2020-01-14,AUD,Australia,6.45,1.4490653528474098
2020-01-14,AZN,Azerbaijan,3.95,1.6965
2020-01-14,BHD,Bahrain,1.4,0.377
2020-01-14,BRL,Brazil,19.9,4.1419
2020-01-14,CAD,Canada,6.77,1.30655
2020-01-14,CHF,Switzerland,6.5,0.96825
2020-01-14,CLP,Chile,2640.0,772.74
2020-01-14,CNY,China,21.5,6.885
2020-01-14,COP,Colombia,11900.0,3287.625
2020-01-14,CRC,Costa Rica,2350.0,569.965
2020-01-14,CZK,Czech Republic,85.0,22.63095
2020-01-14,DKK,Denmark,30.0,6.71935
2020-01-14,EGP,Egypt,42.0,15.88
2020-01-14,EUR,Euro area,4.12,0.8991592860675269
2020-01-14,GBP,Britain,3.39,0.76866904954072
2020-01-14,GTQ,Guatemala,25.0,7.7063
2020-01-14,HKD,Hong Kong,20.5,7.77535
2020-01-14,HNL,Honduras,87.0,24.6548
2020-01-14,HRK,Croatia,22.0,6.6965
2020-01-14,HUF,Hungary,900.0,298.7502
2020-01-14,IDR,Indonesia,33000.0,13670.0
2020-01-14,INR,India,188.0,70.87815
2020-01-14,ILS,Israel,17.0,3.4595
2020-01-14,JOD,Jordan,2.3,0.7090000000000001
2020-01-14,JPY,Japan,390.0,110.04
2020-01-14,KRW,South Korea,4500.0,1156.1
2020-01-14,KWD,Kuwait,1.1,0.3034
2020-01-14,LBP,Lebanon,6500.0,1514.0
2020-01-14,LKR,Sri Lanka,580.0,181.45
2020-01-14,MDL,Moldova,45.0,17.42
2020-01-14,MXN,Mexico,50.0,18.8205
2020-01-14,MYR,Malaysia,9.5,4.0745
2020-01-14,NIO,Nicaragua,120.0,33.8763
2020-01-14,NOK,Norway,53.0,8.87515
2020-01-14,NZD,New Zealand,6.5,1.5135462388376
2020-01-14,OMR,Oman,1.155,0.38505
2020-01-14,PKR,Pakistan,520.0,154.875
2020-01-14,PEN,Peru,11.9,3.3276
2020-01-14,PHP,Philippines,142.0,50.58
2020-01-14,PLN,Poland,11.0,3.7966
2020-01-14,QAR,Qatar,13.0,3.641
2020-01-14,RON,Romania,9.5,4.2982
2020-01-14,RUB,Russia,135.0,61.4325
2020-01-14,SAR,Saudi Arabia,13.0,3.7518
2020-01-14,SGD,Singapore,5.9,1.34715
2020-01-14,SEK,Sweden,51.5,9.4591
2020-01-14,THB,Thailand,115.0,30.2775
2020-01-14,TRY,Turkey,12.99,5.88025
2020-01-14,TWD,Taiwan,72.0,29.8845
2020-01-14,UAH,Ukraine,57.0,23.99
2020-01-14,UYU,Uruguay,179.0,37.435
2020-01-14,USD,United States,5.67,1.0
2020-01-14,VND,Vietnam,66000.0,23176.0
2020-01-14,ZAR,South Africa,31.0,14.390999999999998
